run,type,module,name,attrname,attrvalue,value
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.vector-recording,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-scalar-file,results/perms_Attack50_bloom_FBH.sca,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-vector-file,results/perms_Attack50_bloom_FBH.vec,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,record-eventlog,false,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,extends,Attack50_record,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.duplicateMethod,"""bloom""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,network,ned.LightIoTNetwork,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,LightIoTNetwork.numSensorNodes,50,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.sensor[*].mode,"""Secure""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.enabled,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.validMac,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.securityEnabled,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.hmacWindow,3s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,description,Secure Mode Simulation (includes all scenarios),
Attack50_bloom-0-20250914-02:02:45-82758,config,,,network,ned.LightIoTNetwork,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,ned-path,.,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,sim-time-limit,10s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,record-eventlog,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,cmdenv-express-mode,false,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,network,ned.LightIoTNetwork,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,sim-time-limit,10s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-scalar-file,results/secure_output.sca,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-vector-file,results/secure_output.vec,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,network,LightIoTNetwork,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,sim-time-limit,10s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-scalar-file,results/nosecure_output.sca,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-vector-file,results/nosecure_output.vec,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,network,LightIoTNetwork,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,sim-time-limit,10s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-scalar-file,results/attack_output.sca,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-vector-file,results/attack_output.vec,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-scalar-file,results/Attack50_bloom-0.sca,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-vector-file,results/Attack50_bloom-0.vec,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.scalar-recording,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.vector-recording,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.statistic-recording,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.result-recording-modes,all,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,rng-class,cMersenneTwister,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,num-rngs,1,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,seed-set,123,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-scalar-file,results/Attack50_bloom-0.sca,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,output-vector-file,results/Attack50_bloom-0.vec,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.scalar-recording,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.vector-recording,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.result-recording-modes,all,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.sensor[*].aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.aesKeyHex,"""00112233445566778899AABBCCDDEEFF""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.sensor[*].sendInterval,0.5s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.sensor[*].mode,"""Secure""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.procDelay,1ms,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.hmacWindow,1s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.costForward_mJ,5,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.costVerify_mJ,5,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.batteryInit_mJ,5000,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.securityEnabled,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.checkHmac,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.checkFreshness,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.checkDuplicate,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.duplicateMethod,"""set""",
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.bloomBits,16384,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.bloomHashes,3,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.sbfBits,16384,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.sbfHashes,3,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.gateway.sbfDecay,0.02,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.enabled,false,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.attackMode,1,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.replayInterval,2.5s,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.validMac,true,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.replayId,100000,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.replayTsUs,500000,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.dupBurstLen,4,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.dupBurstGap,200ms,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,**.fakeNode.outOfOrderJitter,80ms,
Attack50_bloom-0-20250914-02:02:45-82758,config,,,sim-time-limit,10s,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,configname,Attack50_bloom,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,datetime,20250914-02:02:45,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,datetimef,20250914-020245,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,experiment,Attack50_bloom,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,inifile,run_record.ini,
Attack50_bloom-0-20250914-02:02:45-82757,runattr,,,iterationvars,,
